Unnamed: 0,year,season,team_a,team_b,kickoff_dome,kickoff_weather_summary,kickoff_temperature,kickoff_feels_like,kickoff_wind,kickoff_humidity,kickoff_visibility,kickoff_barometer,kickoff_dew_point,kickoff_cloud_cover,kickoff_precipitation_prob,q2_dome,q2_weather_summary,q2_temperature,q2_feels_like,q2_wind,q2_humidity,q2_visibility,q2_barometer,q2_dew_point,q2_cloud_cover,q2_precipitation_prob,q3_dome,q3_weather_summary,q3_temperature,q3_feels_like,q3_wind,q3_humidity,q3_visibility,q3_barometer,q3_dew_point,q3_cloud_cover,q3_precipitation_prob,q4_dome,q4_weather_summary,q4_temperature,q4_feels_like,q4_wind,q4_humidity,q4_visibility,q4_barometer,q4_dew_point,q4_cloud_cover,q4_precipitation_prob
1751,2016,16,NYJ,NE,N,Light Rain,,,4mi SouthWest,92.0,3.0,29.0,38.0,99%,,N,Light Rain,,,5mi SouthWest,93%,3mi,"1018""",38f.,80%,,N,Light Rain,,,4mi West - SouthWest,94%,3mi,"1017""",38f.,74%,,N,Mostly Cloudy,,,4mi West,94%,2mi,"1016""",38f.,74%,
1752,2016,16,DEN,KC,N,Heavy Rain,,,11mi South,83.0,7.0,32.0,55.0,56%,,N,Drizzle,,,9mi SouthWest,81%,5mi,"1005""",52f.,59%,,N,Light Rain,,,7mi South - SouthWest,84%,5mi,"1007""",49f.,66%,,N,Mostly Cloudy,,,7mi South,85%,6mi,"1007""",47f.,75%,
1753,2016,16,ARI,SEA,N,Mostly Cloudy,,,2mi North - NorthWest,92.0,10.0,31.0,36.0,86%,,N,Mostly Cloudy,,,1mi North - NorthEast,91%,10mi,"1014""",36f.,76%,,N,Mostly Cloudy,,,2mi North - NorthEast,90%,10mi,"1014""",36f.,79%,,N,Mostly Cloudy,,,2mi North - NorthEast,89%,10mi,"1014""",35f.,77%,
1754,2016,16,NYG,PHI,N,Mostly Cloudy,,,8mi NorthWest,56.0,10.0,29.0,27.0,72%,,N,Mostly Cloudy,,,8mi NorthWest,56%,10mi,"1022""",27f.,88%,,N,Mostly Cloudy,,,8mi NorthWest,56%,10mi,"1022""",26f.,90%,,N,Mostly Cloudy,,,8mi NorthWest,57%,10mi,"1023""",26f.,72%,
1755,2016,16,TEN,JAX,N,Mostly Cloudy,,,2mi North - NorthWest,92.0,4.0,29.0,63.0,66%,,N,Partly Cloudy,,,1mi North - NorthWest,86%,6mi,"1026""",64f.,48%,,N,Clear,,,1mi North - NorthWest,78%,6mi,"1025""",64f.,23%,,N,Drizzle,,,1mi North,72%,6mi,"1025""",64f.,4%,
1756,2016,16,DEN,KC,N,Heavy Rain,,,11mi South,83.0,7.0,31.0,55.0,56%,,N,Drizzle,,,9mi SouthWest,81%,5mi,"1005""",52f.,59%,,N,Light Rain,,,7mi South - SouthWest,84%,5mi,"1007""",49f.,66%,,N,Mostly Cloudy,,,7mi South,85%,6mi,"1007""",47f.,75%,
1757,2016,16,NYG,PHI,N,Mostly Cloudy,,,8mi NorthWest,56.0,10.0,29.0,27.0,72%,,N,Mostly Cloudy,,,8mi NorthWest,56%,10mi,"1022""",27f.,88%,,N,Mostly Cloudy,,,8mi NorthWest,56%,10mi,"1022""",26f.,90%,,N,Mostly Cloudy,,,8mi NorthWest,57%,10mi,"1023""",26f.,72%,
1758,2016,16,BAL,PIT,N,Partly Cloudy,,,4mi North - NorthEast,80.0,9.0,31.0,33.0,49%,,N,Partly Cloudy,,,4mi North - NorthEast,80%,9mi,"1031""",33f.,43%,,N,Partly Cloudy,,,4mi North - NorthEast,81%,9mi,"1032""",32f.,49%,,N,Clear,,,4mi North,83%,9mi,"1032""",31f.,24%,
1759,2016,16,SF,LAR,N,Clear,,,7mi West - NorthWest,50.0,10.0,32.0,37.0,17%,,N,Clear,,,9mi West - NorthWest,48%,10mi,"1007""",36f.,21%,,N,Partly Cloudy,,,8mi West - NorthWest,49%,10mi,"1007""",37f.,47%,,N,Partly Cloudy,,,9mi West - NorthWest,48%,10mi,"1007""",36f.,56%,
1760,2016,16,CIN,HOU,N,Partly Cloudy,,,8mi SouthEast,82.0,9.0,29.0,66.0,26%,,N,Partly Cloudy,,,7mi SouthEast,86%,9mi,"1018""",66f.,39%,,N,Mostly Cloudy,,,9mi East - SouthEast,90%,7mi,"1018""",67f.,68%,,N,Mostly Cloudy,,,9mi East - SouthEast,91%,7mi,"1019""",67f.,72%,
1761,2016,16,WAS,CHI,N,Mostly Cloudy,,,1mi West - NorthWest,85.0,10.0,32.0,31.0,92%,,N,Overcast,,,1mi West - SouthWest,84%,9mi,"1024""",31f.,94%,,N,Overcast,,,0mi South,84%,10mi,"1024""",31f.,94%,,N,Mostly Cloudy,,,1mi SouthEast,85%,10mi,"1024""",31f.,93%,
1762,2016,16,MIN,GB,N,Mostly Cloudy,,,4mi West,86.0,10.0,30.0,31.0,73%,,N,Mostly Cloudy,,,5mi West,85%,10mi,"1022""",31f.,74%,,N,Mostly Cloudy,,,5mi West - SouthWest,84%,10mi,"1022""",31f.,60%,,N,Partly Cloudy,,,4mi West - SouthWest,84%,10mi,"1022""",31f.,49%,
1763,2016,16,SF,LAR,N,Clear,,,7mi West - NorthWest,50.0,10.0,31.0,37.0,17%,,N,Clear,,,9mi West - NorthWest,48%,10mi,"1007""",36f.,21%,,N,Partly Cloudy,,,8mi West - NorthWest,49%,10mi,"1007""",37f.,47%,,N,Partly Cloudy,,,9mi West - NorthWest,48%,10mi,"1007""",36f.,56%,
1764,2016,16,TB,NO,Y,Mostly Cloudy,,,4mi SouthEast,87.0,6.0,29.0,65.0,64%,,Y,Partly Cloudy,,,5mi SouthEast,82%,7mi,"1023""",66f.,55%,,Y,Partly Cloudy,,,4mi SouthEast,80%,8mi,"1023""",67f.,56%,,Y,Mostly Cloudy,,,4mi East - SouthEast,79%,9mi,"1022""",67f.,61%,
1765,2016,16,IND,OAK,N,Clear,,,5mi NorthWest,69.0,10.0,30.0,39.0,10%,,N,Clear,,,6mi NorthWest,66%,10mi,"1012""",38f.,11%,,N,Clear,,,5mi NorthWest,62%,10mi,"1012""",38f.,21%,,N,Partly Cloudy,,,5mi NorthWest,59%,10mi,"1012""",37f.,27%,
1766,2016,16,CIN,HOU,N,Partly Cloudy,,,8mi SouthEast,82.0,9.0,32.0,66.0,26%,,N,Partly Cloudy,,,7mi SouthEast,86%,9mi,"1018""",66f.,39%,,N,Mostly Cloudy,,,9mi East - SouthEast,90%,7mi,"1018""",67f.,68%,,N,Mostly Cloudy,,,9mi East - SouthEast,91%,7mi,"1019""",67f.,72%,
1767,2016,16,MIA,BUF,N,Overcast,,,7mi West,90.0,6.0,31.0,32.0,99%,,N,Overcast,,,8mi West,91%,6mi,"1019""",32f.,100%,,N,Overcast,,,6mi West,90%,5mi,"1019""",32f.,100%,,N,Overcast,,,5mi West,90%,4mi,"1020""",31f.,100%,
1768,2016,16,ARI,SEA,N,Mostly Cloudy,,,2mi North - NorthWest,92.0,10.0,29.0,36.0,86%,,N,Mostly Cloudy,,,1mi North - NorthEast,91%,10mi,"1014""",36f.,76%,,N,Mostly Cloudy,,,2mi North - NorthEast,90%,10mi,"1014""",36f.,79%,,N,Mostly Cloudy,,,2mi North - NorthEast,89%,10mi,"1014""",35f.,77%,
1769,2016,16,DET,DAL,N,Mostly Cloudy,,,0mi North - NorthEast,32.0,10.0,32.0,34.0,73%,,N,Mostly Cloudy,,,0mi East - NorthEast,35%,10mi,"1020""",35f.,61%,,N,Partly Cloudy,,,1mi East,38%,10mi,"1021""",37f.,33%,,N,Partly Cloudy,,,2mi East,41%,10mi,"1021""",37f.,38%,
1770,2016,16,ATL,CAR,N,Partly Cloudy,,,4mi South - SouthWest,68.0,9.0,29.0,42.0,41%,,N,Partly Cloudy,,,5mi South - SouthWest,67%,9mi,"1025""",44f.,34%,,N,Partly Cloudy,,,6mi SouthWest,66%,9mi,"1025""",45f.,38%,,N,Partly Cloudy,,,7mi SouthWest,64%,10mi,"1024""",46f.,47%,
1771,2016,16,TB,NO,Y,Mostly Cloudy,,,4mi SouthEast,87.0,6.0,32.0,65.0,64%,,Y,Partly Cloudy,,,5mi SouthEast,82%,7mi,"1023""",66f.,55%,,Y,Partly Cloudy,,,4mi SouthEast,80%,8mi,"1023""",67f.,56%,,Y,Mostly Cloudy,,,4mi East - SouthEast,79%,9mi,"1022""",67f.,61%,
1772,2016,16,MIN,GB,N,Mostly Cloudy,,,4mi West,86.0,10.0,29.0,31.0,73%,,N,Mostly Cloudy,,,5mi West,85%,10mi,"1022""",31f.,74%,,N,Mostly Cloudy,,,5mi West - SouthWest,84%,10mi,"1022""",31f.,60%,,N,Partly Cloudy,,,4mi West - SouthWest,84%,10mi,"1022""",31f.,49%,
1773,2016,16,BAL,PIT,N,Partly Cloudy,,,4mi North - NorthEast,80.0,9.0,29.0,33.0,49%,,N,Partly Cloudy,,,4mi North - NorthEast,80%,9mi,"1031""",33f.,43%,,N,Partly Cloudy,,,4mi North - NorthEast,81%,9mi,"1032""",32f.,49%,,N,Clear,,,4mi North,83%,9mi,"1032""",31f.,24%,
1774,2016,16,ATL,CAR,N,Partly Cloudy,,,4mi South - SouthWest,68.0,9.0,32.0,42.0,41%,,N,Partly Cloudy,,,5mi South - SouthWest,67%,9mi,"1025""",44f.,34%,,N,Partly Cloudy,,,6mi SouthWest,66%,9mi,"1025""",45f.,38%,,N,Partly Cloudy,,,7mi SouthWest,64%,10mi,"1024""",46f.,47%,
1775,2016,16,LAC,CLE,N,Mostly Cloudy,,,10mi West,91.0,5.0,31.0,35.0,76%,,N,Overcast,,,9mi West,90%,5mi,"1022""",35f.,94%,,N,Mostly Cloudy,,,9mi West,90%,5mi,"1023""",35f.,88%,,N,Mostly Cloudy,,,8mi West,90%,5mi,"1023""",34f.,79%,
1776,2016,16,MIA,BUF,N,Overcast,,,7mi West,90.0,6.0,31.0,32.0,99%,,N,Overcast,,,8mi West,91%,6mi,"1019""",32f.,100%,,N,Overcast,,,6mi West,90%,5mi,"1019""",32f.,100%,,N,Overcast,,,5mi West,90%,4mi,"1020""",31f.,100%,
1777,2016,16,WAS,CHI,N,Mostly Cloudy,,,1mi West - NorthWest,85.0,10.0,31.0,31.0,92%,,N,Overcast,,,1mi West - SouthWest,84%,9mi,"1024""",31f.,94%,,N,Overcast,,,0mi South,84%,10mi,"1024""",31f.,94%,,N,Mostly Cloudy,,,1mi SouthEast,85%,10mi,"1024""",31f.,93%,
1778,2016,16,TEN,JAX,N,Mostly Cloudy,,,2mi North - NorthWest,92.0,4.0,29.0,63.0,66%,,N,Partly Cloudy,,,1mi North - NorthWest,86%,6mi,"1026""",64f.,48%,,N,Clear,,,1mi North - NorthWest,78%,6mi,"1025""",64f.,23%,,N,Drizzle,,,1mi North,72%,6mi,"1025""",64f.,4%,
1779,2016,16,IND,OAK,N,Clear,,,5mi NorthWest,69.0,10.0,29.0,39.0,10%,,N,Clear,,,6mi NorthWest,66%,10mi,"1012""",38f.,11%,,N,Clear,,,5mi NorthWest,62%,10mi,"1012""",38f.,21%,,N,Partly Cloudy,,,5mi NorthWest,59%,10mi,"1012""",37f.,27%,
1780,2016,16,DET,DAL,N,Mostly Cloudy,,,0mi North - NorthEast,32.0,10.0,32.0,34.0,73%,,N,Mostly Cloudy,,,0mi East - NorthEast,35%,10mi,"1020""",35f.,61%,,N,Partly Cloudy,,,1mi East,38%,10mi,"1021""",37f.,33%,,N,Partly Cloudy,,,2mi East,41%,10mi,"1021""",37f.,38%,
1781,2016,16,NYJ,NE,N,Light Rain,,,4mi SouthWest,92.0,3.0,29.0,38.0,99%,,N,Light Rain,,,5mi SouthWest,93%,3mi,"1018""",38f.,80%,,N,Light Rain,,,4mi West - SouthWest,94%,3mi,"1017""",38f.,74%,,N,Mostly Cloudy,,,4mi West,94%,2mi,"1016""",38f.,74%,
1782,2016,17,CHI,MIN,Y,Clear,,,2mi West - NorthWest,77.0,9.0,32.0,20.0,18%,,Y,Partly Cloudy,,,1mi NorthWest,74%,9mi,"1017""",21f.,36%,,Y,Partly Cloudy,,,1mi North - NorthWest,73%,9mi,"1017""",21f.,37%,,Y,Partly Cloudy,,,1mi North - NorthEast,73%,9mi,"1017""",22f.,34%,
1783,2016,17,ARI,LAR,N,Clear,,,1mi South - SouthWest,64.0,9.0,30.0,44.0,3%,,N,Clear,,,2mi SouthWest,61%,10mi,"1013""",44f.,4%,,N,Clear,,,4mi SouthWest,60%,9mi,"1013""",44f.,7%,,N,Clear,,,4mi SouthWest,60%,9mi,"1013""",44f.,16%,
1784,2016,17,CLE,PIT,N,Clear,,,1mi SouthWest,71.0,9.0,30.0,29.0,9%,,N,Clear,,,1mi West - SouthWest,68%,10mi,"1023""",30f.,6%,,N,Clear,,,1mi West,66%,10mi,"1023""",30f.,7%,,N,Clear,,,1mi SouthWest,65%,9mi,"1023""",31f.,10%,
1785,2016,17,KC,LAC,N,Partly Cloudy,,,4mi SouthWest,66.0,10.0,32.0,45.0,32%,,N,Partly Cloudy,,,5mi SouthWest,64%,10mi,"1013""",44f.,32%,,N,Partly Cloudy,,,5mi SouthWest,64%,10mi,"1013""",45f.,32%,,N,Partly Cloudy,,,6mi SouthWest,63%,9mi,"1014""",45f.,32%,
1786,2016,17,OAK,DEN,N,Partly Cloudy,,,3mi NorthEast,28.0,4.0,32.0,16.0,28%,,N,Partly Cloudy,,,3mi NorthEast,28%,4mi,"1000""",16f.,40%,,N,Partly Cloudy,,,2mi East - NorthEast,31%,4mi,"1000""",17f.,57%,,N,Mostly Cloudy,,,2mi North - NorthEast,33%,3mi,"1001""",17f.,66%,
1787,2016,17,BUF,NYJ,N,Clear,,,8mi NorthWest,42.0,10.0,30.0,24.0,2%,,N,Clear,,,6mi NorthWest,41%,10mi,"1021""",24f.,1%,,N,Clear,,,6mi NorthWest,40%,10mi,"1021""",24f.,4%,,N,Clear,,,6mi NorthWest,40%,10mi,"1021""",24f.,7%,
1788,2016,17,SEA,SF,N,Partly Cloudy,,,6mi West - NorthWest,63.0,9.0,32.0,40.0,47%,,N,Partly Cloudy,,,7mi West - NorthWest,60%,9mi,"1014""",39f.,45%,,N,Partly Cloudy,,,7mi West - NorthWest,59%,9mi,"1014""",39f.,42%,,N,Partly Cloudy,,,8mi West - NorthWest,57%,10mi,"1013""",38f.,38%,
1789,2016,17,BAL,CIN,N,Foggy,,,1mi East,93.0,1.0,30.0,36.0,96%,,N,Overcast,,,2mi NorthEast,91%,2mi,"1022""",37f.,97%,,N,Mostly Cloudy,,,2mi NorthEast,89%,6mi,"1022""",37f.,91%,,N,Mostly Cloudy,,,2mi East - NorthEast,87%,8mi,"1021""",38f.,86%,
1790,2016,17,NE,MIA,N,Mostly Cloudy,,,10mi East - SouthEast,68.0,9.0,30.0,69.0,61%,,N,Partly Cloudy,,,10mi SouthEast,68%,9mi,"1022""",68f.,53%,,N,Partly Cloudy,,,9mi East - SouthEast,67%,9mi,"1021""",68f.,55%,,N,Partly Cloudy,,,9mi East - SouthEast,66%,9mi,"1021""",68f.,59%,
1791,2016,17,ARI,LAR,N,Clear,,,1mi South - SouthWest,64.0,9.0,31.0,44.0,3%,,N,Clear,,,2mi SouthWest,61%,10mi,"1013""",44f.,4%,,N,Clear,,,4mi SouthWest,60%,9mi,"1013""",44f.,7%,,N,Clear,,,4mi SouthWest,60%,9mi,"1013""",44f.,16%,
1792,2016,17,BAL,CIN,N,Foggy,,,1mi East,93.0,1.0,31.0,36.0,96%,,N,Overcast,,,2mi NorthEast,91%,2mi,"1022""",37f.,97%,,N,Mostly Cloudy,,,2mi NorthEast,89%,6mi,"1022""",37f.,91%,,N,Mostly Cloudy,,,2mi East - NorthEast,87%,8mi,"1021""",38f.,86%,
1793,2016,17,DAL,PHI,N,Partly Cloudy,,,6mi NorthWest,51.0,10.0,32.0,31.0,28%,,N,Partly Cloudy,,,6mi NorthWest,50%,10mi,"1022""",31f.,30%,,N,Partly Cloudy,,,6mi NorthWest,50%,10mi,"1022""",32f.,27%,,N,Clear,,,6mi West - NorthWest,49%,10mi,"1022""",32f.,23%,
1794,2016,17,CAR,TB,N,Clear,,,7mi South - SouthEast,68.0,9.0,31.0,65.0,19%,,N,Clear,,,7mi South - SouthEast,65%,9mi,"1021""",66f.,21%,,N,Partly Cloudy,,,7mi South,62%,10mi,"1021""",66f.,30%,,N,Partly Cloudy,,,8mi South,59%,10mi,"1020""",65f.,37%,
1795,2016,17,CAR,TB,N,Clear,,,7mi South - SouthEast,68.0,9.0,30.0,65.0,19%,,N,Clear,,,7mi South - SouthEast,65%,9mi,"1021""",66f.,21%,,N,Partly Cloudy,,,7mi South,62%,10mi,"1021""",66f.,30%,,N,Partly Cloudy,,,8mi South,59%,10mi,"1020""",65f.,37%,
1796,2016,17,OAK,DEN,N,Partly Cloudy,,,3mi NorthEast,28.0,4.0,29.0,16.0,28%,,N,Partly Cloudy,,,3mi NorthEast,28%,4mi,"1000""",16f.,40%,,N,Partly Cloudy,,,2mi East - NorthEast,31%,4mi,"1000""",17f.,57%,,N,Mostly Cloudy,,,2mi North - NorthEast,33%,3mi,"1001""",17f.,66%,
1797,2016,17,NYG,WAS,N,Clear,,,1mi West - NorthWest,47.0,10.0,30.0,32.0,13%,,N,Clear,,,0mi North - NorthWest,49%,10mi,"1024""",32f.,13%,,N,Clear,,,0mi East,51%,10mi,"1024""",32f.,13%,,N,Clear,,,1mi East,56%,10mi,"1025""",32f.,15%,
1798,2016,17,HOU,TEN,N,Mostly Cloudy,,,2mi NorthEast,94.0,8.0,29.0,47.0,73%,,N,Mostly Cloudy,,,2mi NorthEast,93%,9mi,"1017""",48f.,93%,,N,Overcast,,,2mi NorthEast,93%,9mi,"1016""",49f.,100%,,N,Overcast,,,1mi NorthEast,93%,7mi,"1016""",50f.,100%,
1799,2016,17,JAX,IND,Y,Clear,,,3mi South - SouthEast,71.0,9.0,31.0,29.0,6%,,Y,Clear,,,3mi South - SouthEast,70%,9mi,"1021""",32f.,6%,,Y,Clear,,,3mi South,68%,9mi,"1020""",33f.,8%,,Y,Clear,,,3mi South,68%,9mi,"1020""",34f.,10%,
1800,2016,17,KC,LAC,N,Partly Cloudy,,,4mi SouthWest,66.0,10.0,30.0,45.0,32%,,N,Partly Cloudy,,,5mi SouthWest,64%,10mi,"1013""",44f.,32%,,N,Partly Cloudy,,,5mi SouthWest,64%,10mi,"1013""",45f.,32%,,N,Partly Cloudy,,,6mi SouthWest,63%,9mi,"1014""",45f.,32%,
1801,2016,17,NYG,WAS,N,Clear,,,1mi West - NorthWest,47.0,10.0,29.0,32.0,13%,,N,Clear,,,0mi North - NorthWest,49%,10mi,"1024""",32f.,13%,,N,Clear,,,0mi East,51%,10mi,"1024""",32f.,13%,,N,Clear,,,1mi East,56%,10mi,"1025""",32f.,15%,
1802,2016,17,HOU,TEN,N,Mostly Cloudy,,,2mi NorthEast,94.0,8.0,29.0,47.0,73%,,N,Mostly Cloudy,,,2mi NorthEast,93%,9mi,"1017""",48f.,93%,,N,Overcast,,,2mi NorthEast,93%,9mi,"1016""",49f.,100%,,N,Overcast,,,1mi NorthEast,93%,7mi,"1016""",50f.,100%,
1803,2016,17,JAX,IND,Y,Clear,,,3mi South - SouthEast,71.0,9.0,30.0,29.0,6%,,Y,Clear,,,3mi South - SouthEast,70%,9mi,"1021""",32f.,6%,,Y,Clear,,,3mi South,68%,9mi,"1020""",33f.,8%,,Y,Clear,,,3mi South,68%,9mi,"1020""",34f.,10%,
1804,2016,17,CHI,MIN,Y,Clear,,,2mi West - NorthWest,77.0,9.0,32.0,20.0,18%,,Y,Partly Cloudy,,,1mi NorthWest,74%,9mi,"1017""",21f.,36%,,Y,Partly Cloudy,,,1mi North - NorthWest,73%,9mi,"1017""",21f.,37%,,Y,Partly Cloudy,,,1mi North - NorthEast,73%,9mi,"1017""",22f.,34%,
1805,2016,17,DAL,PHI,N,Partly Cloudy,,,6mi NorthWest,51.0,10.0,31.0,31.0,28%,,N,Partly Cloudy,,,6mi NorthWest,50%,10mi,"1022""",31f.,30%,,N,Partly Cloudy,,,6mi NorthWest,50%,10mi,"1022""",32f.,27%,,N,Clear,,,6mi West - NorthWest,49%,10mi,"1022""",32f.,23%,
1806,2016,17,SEA,SF,N,Partly Cloudy,,,6mi West - NorthWest,63.0,9.0,31.0,40.0,47%,,N,Partly Cloudy,,,7mi West - NorthWest,60%,9mi,"1014""",39f.,45%,,N,Partly Cloudy,,,7mi West - NorthWest,59%,9mi,"1014""",39f.,42%,,N,Partly Cloudy,,,8mi West - NorthWest,57%,10mi,"1013""",38f.,38%,
1807,2016,17,GB,DET,Y,Clear,,,4mi South - SouthEast,79.0,10.0,29.0,26.0,7%,,Y,Clear,,,4mi SouthEast,80%,10mi,"1024""",26f.,14%,,Y,Partly Cloudy,,,2mi East,81%,8mi,"1024""",26f.,43%,,Y,Clear,,,3mi East - SouthEast,83%,10mi,"1024""",26f.,22%,
1808,2016,17,NO,ATL,Y,Light Rain,,,2mi East - NorthEast,97.0,1.0,32.0,47.0,100%,,Y,Light Rain,,,2mi NorthEast,97%,1mi,"1018""",47f.,100%,,Y,Light Rain,,,3mi NorthEast,97%,2mi,"1019""",48f.,100%,,Y,Light Rain,,,5mi East,97%,1mi,"1019""",47f.,100%,
1809,2016,17,NE,MIA,N,Mostly Cloudy,,,10mi East - SouthEast,68.0,9.0,32.0,69.0,61%,,N,Partly Cloudy,,,10mi SouthEast,68%,9mi,"1022""",68f.,53%,,N,Partly Cloudy,,,9mi East - SouthEast,67%,9mi,"1021""",68f.,55%,,N,Partly Cloudy,,,9mi East - SouthEast,66%,9mi,"1021""",68f.,59%,
1810,2016,17,CLE,PIT,N,Clear,,,1mi SouthWest,71.0,9.0,31.0,29.0,9%,,N,Clear,,,1mi West - SouthWest,68%,10mi,"1023""",30f.,6%,,N,Clear,,,1mi West,66%,10mi,"1023""",30f.,7%,,N,Clear,,,1mi SouthWest,65%,9mi,"1023""",31f.,10%,
1811,2016,17,BUF,NYJ,N,Clear,,,8mi NorthWest,42.0,10.0,29.0,24.0,2%,,N,Clear,,,6mi NorthWest,41%,10mi,"1021""",24f.,1%,,N,Clear,,,6mi NorthWest,40%,10mi,"1021""",24f.,4%,,N,Clear,,,6mi NorthWest,40%,10mi,"1021""",24f.,7%,
1812,2016,17,NO,ATL,Y,Light Rain,,,2mi East - NorthEast,97.0,1.0,31.0,47.0,100%,,Y,Light Rain,,,2mi NorthEast,97%,1mi,"1018""",47f.,100%,,Y,Light Rain,,,3mi NorthEast,97%,2mi,"1019""",48f.,100%,,Y,Light Rain,,,5mi East,97%,1mi,"1019""",47f.,100%,
1813,2016,17,GB,DET,Y,Clear,,,4mi South - SouthEast,79.0,10.0,32.0,26.0,7%,,Y,Clear,,,4mi SouthEast,80%,10mi,"1024""",26f.,14%,,Y,Partly Cloudy,,,2mi East,81%,8mi,"1024""",26f.,43%,,Y,Clear,,,3mi East - SouthEast,83%,10mi,"1024""",26f.,22%,
1814,2016,2,SEA,LAR,N,Clear,,,4mi West - SouthWest,48.0,9.0,29.0,63.0,3%,,N,Clear,,,4mi West - SouthWest,49%,9mi,"1011""",64f.,3%,,N,Clear,,,5mi West - SouthWest,49%,9mi,"1011""",63f.,4%,,N,Clear,,,5mi West,49%,9mi,"1011""",62f.,5%,
1815,2016,2,SF,CAR,N,Partly Cloudy,,,3mi SouthEast,57.0,10.0,29.0,68.0,28%,,N,Partly Cloudy,,,2mi South - SouthEast,54%,10mi,"1015""",68f.,59%,,N,Mostly Cloudy,,,2mi South - SouthEast,53%,10mi,"1015""",67f.,68%,,N,Mostly Cloudy,,,2mi SouthEast,53%,10mi,"1014""",67f.,64%,
1816,2016,2,IND,DEN,N,Clear,,,1mi North,17.0,7.0,31.0,36.0,18%,,N,Clear,,,1mi North - NorthEast,17%,7mi,"1011""",36f.,19%,,N,Clear,,,1mi North - NorthEast,17%,6mi,"1011""",36f.,20%,,N,Clear,,,2mi North - NorthEast,17%,6mi,"1011""",36f.,19%,
1817,2016,2,MIA,NE,N,Partly Cloudy,,,6mi South - SouthWest,72.0,9.0,29.0,69.0,28%,,N,Partly Cloudy,,,6mi South - SouthWest,71%,9mi,"1016""",68f.,28%,,N,Partly Cloudy,,,6mi South - SouthWest,70%,9mi,"1016""",68f.,53%,,N,Mostly Cloudy,,,6mi South - SouthWest,70%,9mi,"1016""",68f.,80%,
1818,2016,2,KC,HOU,N,Partly Cloudy,,,2mi West - SouthWest,69.0,9.0,31.0,77.0,28%,,N,Partly Cloudy,,,2mi West,66%,9mi,"1015""",77f.,38%,,N,Partly Cloudy,,,1mi West - NorthWest,64%,10mi,"1014""",77f.,42%,,N,Partly Cloudy,,,1mi West - NorthWest,62%,10mi,"1014""",78f.,42%,
1819,2016,2,TEN,DET,Y,Clear,,,3mi South - SouthWest,61.0,10.0,31.0,62.0,11%,,Y,Clear,,,3mi South,59%,10mi,"1014""",61f.,21%,,Y,Partly Cloudy,,,5mi South - SouthWest,57%,10mi,"1014""",61f.,34%,,Y,Partly Cloudy,,,6mi South - SouthWest,56%,10mi,"1014""",61f.,43%,
1820,2016,2,NYJ,BUF,N,Clear,,,2mi NorthEast,76.0,9.0,30.0,46.0,0%,,N,Clear,,,2mi East - NorthEast,82%,8mi,"1023""",47f.,0%,,N,Clear,,,2mi East - NorthEast,86%,8mi,"1024""",47f.,0%,,N,Clear,,,3mi East,87%,7mi,"1024""",46f.,1%,
1821,2016,2,BAL,CLE,N,Partly Cloudy,,,5mi NorthWest,77.0,7.0,32.0,68.0,28%,,N,Partly Cloudy,,,6mi NorthWest,77%,7mi,"1015""",68f.,40%,,N,Partly Cloudy,,,6mi NorthWest,76%,7mi,"1015""",67f.,45%,,N,Partly Cloudy,,,5mi NorthWest,74%,7mi,"1015""",66f.,49%,
1822,2016,2,KC,HOU,N,Partly Cloudy,,,2mi West - SouthWest,69.0,9.0,29.0,77.0,28%,,N,Partly Cloudy,,,2mi West,66%,9mi,"1015""",77f.,38%,,N,Partly Cloudy,,,1mi West - NorthWest,64%,10mi,"1014""",77f.,42%,,N,Partly Cloudy,,,1mi West - NorthWest,62%,10mi,"1014""",78f.,42%,
1823,2016,2,CIN,PIT,N,Humid and Mostly Cloudy,,,3mi South - SouthEast,90.0,3.0,30.0,68.0,69%,,N,Humid and Mostly Cloudy,,,5mi South,89%,5mi,"1015""",69f.,75%,,N,Humid and Mostly Cloudy,,,6mi South,88%,5mi,"1015""",70f.,72%,,N,Drizzle,,,6mi South,87%,5mi,"1014""",70f.,80%,
1824,2016,2,JAX,LAC,N,Clear,,,5mi West - SouthWest,64.0,9.0,32.0,65.0,2%,,N,Clear,,,5mi West - SouthWest,64%,9mi,"1012""",65f.,3%,,N,Clear,,,5mi West - SouthWest,63%,9mi,"1011""",64f.,4%,,N,Clear,,,5mi West - SouthWest,63%,9mi,"1011""",64f.,5%,
1825,2016,2,TB,ARI,Y,Clear,,,1mi SouthEast,10.0,10.0,30.0,34.0,0%,,Y,Clear,,,0mi South - SouthWest,9%,10mi,"1011""",33f.,0%,,Y,Clear,,,1mi West,9%,10mi,"1010""",32f.,0%,,Y,Clear,,,1mi West - NorthWest,8%,10mi,"1010""",32f.,0%,
1826,2016,2,GB,MIN,Y,Mostly Cloudy,,,4mi South,55.0,10.0,31.0,56.0,63%,,Y,Mostly Cloudy,,,4mi South,59%,10mi,"1006""",57f.,62%,,Y,Partly Cloudy,,,6mi South,63%,10mi,"1006""",58f.,52%,,Y,Partly Cloudy,,,6mi South,65%,9mi,"1007""",58f.,48%,
